locality_id,state_id,state_name,locality_name
155,1,JOHOR,PANTAI TIMUR
156,1,JOHOR,PARIT BAKAR
157,1,JOHOR,PARIT BESAR
158,1,JOHOR,PARIT BETAK
159,1,JOHOR,PARIT BETAKPONTIAN
160,1,JOHOR,PARIT BOTAK
161,1,JOHOR,PARIT JAWA
162,1,JOHOR,PARIT JELUTONG
163,1,JOHOR,PARIT RAJA
164,1,JOHOR,PARIT RAJA BATU PAHAT
165,1,JOHOR,PARIT SIMPAN
166,1,JOHOR,PARIT SULONG
167,1,JOHOR,PARIT YAANI
168,1,JOHOR,PARIT YANI
169,1,JOHOR,PASIR GUDANG
170,1,JOHOR,PEKAN BUKIT PASIR
171,1,JOHOR,PEKAN GEMAS BAHRU
172,1,JOHOR,PEKAN GRISEK
173,1,JOHOR,PEKAN NANAS
174,1,JOHOR,PEKAN NENAS
175,1,JOHOR,PEKAN PEKAN NENAS
176,1,JOHOR,PELANGI
177,1,JOHOR,PENG
178,1,JOHOR,PENGERANG
179,1,JOHOR,PENGKALAN RAJA
180,1,JOHOR,PENYABONG
181,1,JOHOR,PERMAS
182,1,JOHOR,PERMAS JAYA
183,1,JOHOR,PESERAI
184,1,JOHOR,PLENTONG
185,1,JOHOR,POGOH
186,1,JOHOR,PONTIAN
187,1,JOHOR,PT RAJA BATU PAHAT
188,1,JOHOR,PULAI
189,1,JOHOR,PULAI SEBATANG
190,1,JOHOR,PULAU AUR
191,1,JOHOR,PULAU BABI
192,1,JOHOR,PULAU PEMANGGIL
193,1,JOHOR,PULAU SIBU
194,1,JOHOR,PULAU TINGGI
195,1,JOHOR,PUTERI ISKANDAR
196,1,JOHOR,RAWANG
197,1,JOHOR,RENGAM
198,1,JOHOR,RENGGAM
199,1,JOHOR,RENGIT
200,1,JOHOR,RIMBA TERJUN
201,1,JOHOR,SAGIL
202,1,JOHOR,SEDENAK
203,1,JOHOR,SEDILI BESAR
204,1,JOHOR,SEDILI KECHIL
205,1,JOHOR,SEELONG
206,1,JOHOR,SEGAMAT
207,1,JOHOR,SEMBRONG
208,1,JOHOR,SEMERAH
209,1,JOHOR,SENAI
210,1,JOHOR,SERI GADING
211,1,JOHOR,SERI MEDAN
212,1,JOHOR,SERI MENANTI
213,1,JOHOR,SERKAT
214,1,JOHOR,SERMIN
215,1,JOHOR,SEROM
216,1,JOHOR,SEROM 5
217,1,JOHOR,SIMPANG 4
218,1,JOHOR,SIMPANG KANAN
219,1,JOHOR,SIMPANG KIRI
220,1,JOHOR,SIMPANG LAMA
221,1,JOHOR,SIMPANG LIMA
222,1,JOHOR,SIMPANG LIMA BATU PAHAT
223,1,JOHOR,SIMPANG LIMAA
224,1,JOHOR,SIMPANG RENGAM
225,1,JOHOR,SKUDAI
226,1,JOHOR,SKUDAII
227,1,JOHOR,SRI GADING
228,1,JOHOR,SRI GADING BATU PAHAT
229,1,JOHOR,SRI LALANG
230,1,JOHOR,SRI MEDAN
231,1,JOHOR,SRI MENANTI
232,1,JOHOR,SRI MERLONG RENGIT
233,1,JOHOR,SUNGAI
234,1,JOHOR,SUNGAI ABONG
235,1,JOHOR,SUNGAI ABONG MUAR
236,1,JOHOR,SUNGAI AYAM
237,1,JOHOR,SUNGAI BALANG
238,1,JOHOR,SUNGAI KLUANG LAUT
239,1,JOHOR,SUNGAI MATI
240,1,JOHOR,SUNGAI MATI TANGKAK
241,1,JOHOR,SUNGAI PUNGGOR
242,1,JOHOR,SUNGAI RAYA
243,1,JOHOR,SUNGAI RENGIT
244,1,JOHOR,SUNGAI RENGIT PENGERANG
245,1,JOHOR,SUNGAI SEGAMAT
246,1,JOHOR,SUNGAI SULOH
247,1,JOHOR,SUNGAI TERAP
248,1,JOHOR,SUNGAI TIRAM
249,1,JOHOR,SUNGEI PINGGAN
250,1,JOHOR,TAMAN PELANGI
251,1,JOHOR,TAMAN SERENE
252,1,JOHOR,TAMAN SERI SENTOSA
253,1,JOHOR,TAMAN SRI PENAWAR
254,1,JOHOR,TAMPOI
255,1,JOHOR,TAMPOI JOHOR BAHRU
256,1,JOHOR,TANGKAK
257,1,JOHOR,TANGKAK MUAR
258,1,JOHOR,TANGKAK SAGIL
259,1,JOHOR,TANJUNG KUPANG
260,1,JOHOR,TANJUNG SEMBRONG
261,1,JOHOR,TANJUNG SURAT
262,1,JOHOR,TEBRAU
263,1,JOHOR,TELOK SENGAT
264,1,JOHOR,TENANG
265,1,JOHOR,TENANG STESEN
266,1,JOHOR,TENGGAROH
267,1,JOHOR,TENGLU
268,1,JOHOR,TG AGAS
269,1,JOHOR,TIOMAN
270,1,JOHOR,TIRAM
271,1,JOHOR,TONGKANG PECAH BATU PAHAT
272,1,JOHOR,TONGKANG PECHAH
273,1,JOHOR,TRIANG
274,1,JOHOR,ULU BENUT
275,1,JOHOR,ULU CHOH
276,1,JOHOR,ULU SUNGAI JOHOR
277,1,JOHOR,ULU SUNGEI SEDILI BESAR
278,1,JOHOR,ULU TIRAM
279,1,JOHOR,YONG PENG
280,1,JOHOR,YONG PENG BATU PAHAT
281,2,KEDAH,AH
282,2,KEDAH,AIR HITAM
283,2,KEDAH,ALOR JANGGUS
284,2,KEDAH,ALOR MALAI
285,2,KEDAH,ALOR SETAR
286,2,KEDAH,ALOR SETAR KEDAH
287,2,KEDAH,ALOR STAR
288,2,KEDAH,ANAK BUKIT
289,2,KEDAH,AYER HANGAT
290,2,KEDAH,AYER HITAM
291,2,KEDAH,AYER PUTEH
292,2,KEDAH,BAGAN SAMAK
293,2,KEDAH,BAGAN SENA
294,2,KEDAH,BAKAI
295,2,KEDAH,BALING
296,2,KEDAH,BANDAR ALOR MERAH
297,2,KEDAH,BANDAR ALOR SETAR
298,2,KEDAH,BANDAR ANAK BUKIT
299,2,KEDAH,BANDAR BAHARU
300,2,KEDAH,BANDAR BAHARU KEDAH
301,2,KEDAH,BANDAR BAHARU KELANTAN
302,2,KEDAH,BANDAR BALING
303,2,KEDAH,BANDAR BANDAR AMAN JAYA
304,2,KEDAH,BANDAR BANDAR BAHARU
305,2,KEDAH,BANDAR BEDONG
306,2,KEDAH,BANDAR BUKIT KAYU HITAM
307,2,KEDAH,BANDAR BUKIT PINANG
308,2,KEDAH,BANDAR CHANGLUN
309,2,KEDAH,BANDAR DARULAMAN
310,2,KEDAH,BANDAR DARULAMAN JITRA
311,2,KEDAH,BANDAR GUAR CEMPEDAK
312,2,KEDAH,BANDAR GURUN
313,2,KEDAH,BANDAR JITRA
314,2,KEDAH,BANDAR KEPALA BATAS
315,2,KEDAH,BANDAR KODIANG
316,2,KEDAH,BANDAR KUAH
317,2,KEDAH,BANDAR KUALA KEDAH
318,2,KEDAH,BANDAR KUALA KETIL
319,2,KEDAH,BANDAR KUALA NERANG
320,2,KEDAH,BANDAR KULIM
321,2,KEDAH,BANDAR KUPANG
322,2,KEDAH,BANDAR LANGGAR
323,2,KEDAH,BANDAR LUNAS
324,2,KEDAH,BANDAR MERBOK
325,2,KEDAH,BANDAR PADANG LALANG
326,2,KEDAH,BANDAR PADANG MAT SIRAT
327,2,KEDAH,BANDAR PADANG SERA
328,2,KEDAH,BANDAR PADANG SERAI
329,2,KEDAH,BANDAR POKOK SENA
330,2,KEDAH,BANDAR SEMELING
331,2,KEDAH,BANDAR SERDANG
332,2,KEDAH,BANDAR SIK
333,2,KEDAH,BANDAR SIMPANG EMPAT
334,2,KEDAH,BANDAR SUNGAI LALANG
335,2,KEDAH,BANDAR SUNGAI PETANI
336,2,KEDAH,BANDAR TIKAM BATU
337,2,KEDAH,BANDAR TUNJANG
338,2,KEDAH,BANDAR YAN
339,2,KEDAH,BATANG TUNGGANG KANAN
340,2,KEDAH,BATANG TUNGGANG KIRI
341,2,KEDAH,BATU ARA
342,2,KEDAH,BEDONG
343,2,KEDAH,BELIMBING KANAN
344,2,KEDAH,BELIMBING KIRI
345,2,KEDAH,BINJAL
346,2,KEDAH,BOHOR
347,2,KEDAH,BONGOR
348,2,KEDAH,BUJANG
349,2,KEDAH,BUKIT BESAR
350,2,KEDAH,BUKIT KAYU HITAM
351,2,KEDAH,BUKIT LADA
352,2,KEDAH,BUKIT MERIAM
353,2,KEDAH,BUKIT MERTAJAM
354,2,KEDAH,BUKIT PINANG
355,2,KEDAH,BUKIT RAYA
356,2,KEDAH,BUKIT SELAMBAU
357,2,KEDAH,BUKIT TINGGI
358,2,KEDAH,CHANGLOON
359,2,KEDAH,DERANG
360,2,KEDAH,DERGA
361,2,KEDAH,DULANG
362,2,KEDAH,GAJAH MATI
363,2,KEDAH,GELONG
364,2,KEDAH,GUAR CHEMPEDAK
365,2,KEDAH,GUAR KEPAYANG
366,2,KEDAH,GUNONG
367,2,KEDAH,GUNUNG JERAI
368,2,KEDAH,GURUN
369,2,KEDAH,HAJI KUDONG
370,2,KEDAH,HUSBA
371,2,KEDAH,IBALING
372,2,KEDAH,JABI
373,2,KEDAH,JENERI
374,2,KEDAH,JENERI SIK
375,2,KEDAH,JERAM
376,2,KEDAH,JERLUN
377,2,KEDAH,JITRA
378,2,KEDAH,JITRAG
379,2,KEDAH,KAMPUNG BUKIT CHORAS
380,2,KEDAH,KAMPUNG LALANG
381,2,KEDAH,KANGAR
382,2,KEDAH,KANGKONG
383,2,KEDAH,KARANGAN
384,2,KEDAH,KARANGAN KULIM
385,2,KEDAH,KEDAH
386,2,KEDAH,KEDAWANG
387,2,KEDAH,KEPALA BATAS
388,2,KEDAH,KEPELU
389,2,KEDAH,KODIANG
390,2,KEDAH,KODIANG JITRA
391,2,KEDAH,KOTA
392,2,KEDAH,KOTA BHARU
393,2,KEDAH,KOTA KUALA MUDA
394,2,KEDAH,KOTA SARANG SEMUT
395,2,KEDAH,KOTA SETAR
396,2,KEDAH,KUAH
397,2,KEDAH,KUAH LANGKAWI
398,2,KEDAH,KUALA
399,2,KEDAH,KUALA KEDAH
400,2,KEDAH,KUALA KETIL
401,2,KEDAH,KUALA MUDA
402,2,KEDAH,KUALA NERANG
403,2,KEDAH,KUALA PERLIS
404,2,KEDAH,KUALA SANGLANG
405,2,KEDAH,KUALA SELAMA
406,2,KEDAH,KUALA SUNGAI LIMAU DALAM
407,2,KEDAH,KUBANG PASU
408,2,KEDAH,KUBANG ROTAN
409,2,KEDAH,KUBOR PANJANG
410,2,KEDAH,KUBUR PANJANG
411,2,KEDAH,KUBUR POKOK SENA
412,2,KEDAH,KULIM
413,2,KEDAH,KULIM HI TECH
414,2,KEDAH,KULIM HI TECH PARK
415,2,KEDAH,KUPANG
416,2,KEDAH,KUPANG BALING
417,2,KEDAH,KURONG HITAM
418,2,KEDAH,LABU BESAR
419,2,KEDAH,LANGGAR
420,2,KEDAH,LANGKAWI
421,2,KEDAH,LENGKUAS
422,2,KEDAH,LEPAI
423,2,KEDAH,LESONG
424,2,KEDAH,LIMBONG
425,2,KEDAH,LUBOK BUNTAR
426,2,KEDAH,LUBOK MERBAU
427,2,KEDAH,LUBUK MERBAU
428,2,KEDAH,LUNAS
429,2,KEDAH,LUNAS KULIM
430,2,KEDAH,MAHANG
431,2,KEDAH,MALAU
432,2,KEDAH,MEDAN BERJAYA
433,2,KEDAH,MERBOK
434,2,KEDAH,MERGONG
435,2,KEDAH,MUKIM BOHOR
436,2,KEDAH,MUKIM GUNUNG
437,2,KEDAH,MUKIM JABI
438,2,KEDAH,MUKIM KEDAWANG
439,2,KEDAH,MUKIM KUAH
440,2,KEDAH,MUKIM PADANG MATSIRAT
441,2,KEDAH,MUKIM PADANG PELIANG
442,2,KEDAH,MUKIM PULAI BALING
443,2,KEDAH,MUKIM PUTAT
444,2,KEDAH,MUKIM SALA
445,2,KEDAH,MUKIM TAWAR
446,2,KEDAH,MUKIM ULU MELAKA
447,2,KEDAH,NAGA
448,2,KEDAH,NAGA LILIT
449,2,KEDAH,NAKA
450,2,KEDAH,PADANG CHINA
451,2,KEDAH,PADANG HANG
452,2,KEDAH,PADANG KERBAU
453,2,KEDAH,PADANG LALANG
454,2,KEDAH,PADANG MAT SIRAT
455,2,KEDAH,PADANG MEHA
456,2,KEDAH,PADANG PELIANG
457,2,KEDAH,PADANG PERAHU
458,2,KEDAH,PADANG PUSING
459,2,KEDAH,PADANG SERA
460,2,KEDAH,PADANG SERAI
461,2,KEDAH,PADANG SERAI KULIM
462,2,KEDAH,PADANG TEMAK
463,2,KEDAH,PADANG TERAP
464,2,KEDAH,PADANG TERAP KANAN
465,2,KEDAH,PADANG TERAP KIRI
466,2,KEDAH,PANTAI CENANG
467,2,KEDAH,PARIT PANJANG
468,2,KEDAH,PEDU
469,2,KEDAH,PEKAN ALOR JANGGUS
470,2,KEDAH,PEKAN AYER HITAM
471,2,KEDAH,PEKAN BATU LIMA SIK
472,2,KEDAH,PEKAN BUKIT JENUN
473,2,KEDAH,PEKAN BUKIT SELAMBAU
474,2,KEDAH,PEKAN BUKIT TEMBAGA
475,2,KEDAH,PEKAN CHAROK PADANG
476,2,KEDAH,PEKAN DURIAN BURUNG
477,2,KEDAH,PEKAN GAJAH PUTEH
478,2,KEDAH,PEKAN GULAU
479,2,KEDAH,PEKAN JENIANG
480,2,KEDAH,PEKAN JITRA
481,2,KEDAH,PEKAN JITRA 1
482,2,KEDAH,PEKAN JUNJONG
483,2,KEDAH,PEKAN KAMPUNG BARU
484,2,KEDAH,PEKAN KAMPUNG BARU KEJAI
485,2,KEDAH,PEKAN KAMPUNG LALANG
486,2,KEDAH,PEKAN KAMPUNG TANJUNG
487,2,KEDAH,PEKAN KARANGAN
488,2,KEDAH,PEKAN KEBUN 500
489,2,KEDAH,PEKAN KERPAN
490,2,KEDAH,PEKAN KOBAH
491,2,KEDAH,PEKAN KOTA KUALA MUDA
492,2,KEDAH,PEKAN KOTA SARANG SEMUT
493,2,KEDAH,PEKAN KUALA PEGANG
494,2,KEDAH,PEKAN KUALA SANGLANG
495,2,KEDAH,PEKAN KUBUR PANJANG
496,2,KEDAH,PEKAN LABU BESAR
497,2,KEDAH,PEKAN LUBOK MERBAU
498,2,KEDAH,PEKAN LUBUK BUNTAR
499,2,KEDAH,PEKAN MAHANG
500,2,KEDAH,PEKAN MALAU
501,2,KEDAH,PEKAN MERBAU PULAS
502,2,KEDAH,PEKAN NAKA
503,2,KEDAH,PEKAN NAKAOCI 3 0002146874
504,2,KEDAH,PEKAN NAPOH
505,2,KEDAH,PEKAN PADANG MEHA
506,2,KEDAH,PEKAN PADANG SANAI
507,2,KEDAH,PEKAN PARIT PANJANG
508,2,KEDAH,PEKAN PULAI
509,2,KEDAH,PEKAN RELAU
510,2,KEDAH,PEKAN SANGLANG
511,2,KEDAH,PEKAN SELAMA
512,2,KEDAH,PEKAN SIMPANG EMPAT
513,2,KEDAH,PEKAN SIMPANG TIGA SUNGAI LIMAU
514,2,KEDAH,PEKAN SINGKIR
515,2,KEDAH,PEKAN SINTOK
516,2,KEDAH,PEKAN SUNGAI KARANGAN
517,2,KEDAH,PEKAN SUNGAI KECIL ILIR
518,2,KEDAH,PEKAN SUNGAI KOB
519,2,KEDAH,PEKAN SUNGAI KOROK
520,2,KEDAH,PEKAN SUNGAI LIMAU DALAM
521,2,KEDAH,PEKAN SUNGAI TIANG
522,2,KEDAH,PEKAN TANAH MERAH
523,2,KEDAH,PEKAN TANJUNG DAWAI
524,2,KEDAH,PEKAN TAWAR
525,2,KEDAH,PEKAN TELOK DATAI
526,2,KEDAH,PEKAN TEROI
527,2,KEDAH,PEKAN TOKAI
528,2,KEDAH,PEKULA
529,2,KEDAH,PELUBANG
530,2,KEDAH,PENDANG
531,2,KEDAH,PENGKALAN HULU
532,2,KEDAH,PENGKALAN KUNDOR
533,2,KEDAH,PERING
534,2,KEDAH,PERMATANG PASIR
535,2,KEDAH,PINANG TUNGGAL
536,2,KEDAH,POKOK SENA
537,2,KEDAH,POOK SENA
538,2,KEDAH,PULAI
539,2,KEDAH,PULAI BALING
540,2,KEDAH,PULAU LANGKAWI
541,2,KEDAH,PULAU PINANG
542,2,KEDAH,PUTAT
543,2,KEDAH,RAMBAI
544,2,KEDAH,RANTAU PANJANG
545,2,KEDAH,RELAU
546,2,KEDAH,SALA BESAR
547,2,KEDAH,SALA KECHIK
548,2,KEDAH,SANGLANG
549,2,KEDAH,SEDIM
550,2,KEDAH,SELAMA
551,2,KEDAH,SELAMA KEDAH
552,2,KEDAH,SELAMA PERAK
553,2,KEDAH,SELAMA SERDANG KEDAH
554,2,KEDAH,SEMELING
555,2,KEDAH,SERDANG KEDAH
556,2,KEDAH,SERDANG SERDANG KEDAH
557,2,KEDAH,SIAKAPWI
558,2,KEDAH,SIDAM KANAN
559,2,KEDAH,SIDAM KIRI
560,2,KEDAH,SIK
561,2,KEDAH,SIM
562,2,KEDAH,SIMPANG AMPAT
563,2,KEDAH,SIMPANG EMPAT
564,2,KEDAH,SIMPANG EMPAT BATU 13
565,2,KEDAH,SIMPANG EMPAT KANGKONG
566,2,KEDAH,SIMPOR
567,2,KEDAH,SINGKIR
568,2,KEDAH,SINTOK
569,2,KEDAH,SIONG
570,2,KEDAH,SIONG BALING
571,2,KEDAH,SOK
572,2,KEDAH,SUNGAI BAHARU
573,2,KEDAH,SUNGAI BATU
574,2,KEDAH,SUNGAI DAUN
575,2,KEDAH,SUNGAI KARANGAN
576,2,KEDAH,SUNGAI KARANGAN PADANG SERAI
577,2,KEDAH,SUNGAI KECIL
578,2,KEDAH,SUNGAI KOB
579,2,KEDAH,SUNGAI LAKA
580,2,KEDAH,SUNGAI LALANG
581,2,KEDAH,SUNGAI PASIR
582,2,KEDAH,SUNGAI PETANI
583,2,KEDAH,SUNGAI PETANI KEDAH
584,2,KEDAH,SUNGAI SELUANG
585,2,KEDAH,SUNGAI ULAR
586,2,KEDAH,TAJAR
587,2,KEDAH,TAMAN CEMPAKA
588,2,KEDAH,TAMAN KOTA SARANG SEMUT
589,2,KEDAH,TAMAN SEMARAK
590,2,KEDAH,TANJUNG DAWAI
591,2,KEDAH,TAWAR
592,2,KEDAH,TEBENGAU
593,2,KEDAH,TEKAI
594,2,KEDAH,TEKAI KANAN NAKA
595,2,KEDAH,TELAGA MAS
596,2,KEDAH,TELOI KANAN
597,2,KEDAH,TELOI KANAN KUALA KETIL
598,2,KEDAH,TELOI KIRI
599,2,KEDAH,TELOK CHENGAI
600,2,KEDAH,TEMIN
601,2,KEDAH,TERAP
602,2,KEDAH,TIKAM BATU
603,2,KEDAH,TIKAM BATU SUNGAI PETANI
604,2,KEDAH,TITI GAJAH
605,2,KEDAH,TKAM BATU
606,2,KEDAH,TOBIAR
607,2,KEDAH,TOKAISIMPANG EMPAT
608,2,KEDAH,TOLAK
609,2,KEDAH,TUNJANG
610,2,KEDAH,TUNJANG JITRA
611,2,KEDAH,ULU MELAKA
612,2,KEDAH,WANG TEPUS
613,2,KEDAH,YAN
614,2,KEDAH,YAN BESAR
615,2,KEDAH,YAN KECHIL
616,3,KELANTAN,AIR LANAS JELI
617,3,KELANTAN,ALOR BAKAT
618,3,KELANTAN,ALOR BULOH
619,3,KELANTAN,ALOR PASIR
620,3,KELANTAN,APA APA
621,3,KELANTAN,APAM
622,3,KELANTAN,AUR DURI
623,3,KELANTAN,AYER LANAS
624,3,KELANTAN,AYER LANAS JELI
625,3,KELANTAN,BACHOCK
626,3,KELANTAN,BACHOK
627,3,KELANTAN,BADAK
628,3,KELANTAN,BADAK MATI
629,3,KELANTAN,BADANG
630,3,KELANTAN,BAGAN
631,3,KELANTAN,BAKAR
632,3,KELANTAN,BAKONG
633,3,KELANTAN,BALAR
634,3,KELANTAN,BANDAR BACHOK
635,3,KELANTAN,BANDAR BARU KUBANG KERIAN
636,3,KELANTAN,BANDAR GUA MUSANG
637,3,KELANTAN,BANDAR JELI
638,3,KELANTAN,BANDAR KECHIL RANTAU PANJANG
639,3,KELANTAN,BANDAR KOTA BHARU
640,3,KELANTAN,BANDAR KUALA KRAI
641,3,KELANTAN,BANDAR MACHANG
642,3,KELANTAN,BANDAR PASIR MAS
643,3,KELANTAN,BANDAR PASIR PUTEH
644,3,KELANTAN,BANDAR RANTAU PANJANG
645,3,KELANTAN,BANDAR TANAH MERAH
646,3,KELANTAN,BANDAR TUMPAT
647,3,KELANTAN,BANGGOL
648,3,KELANTAN,BANGGOL SETOL
649,3,KELANTAN,BANGGU
650,3,KELANTAN,BATANG MERBAU
651,3,KELANTAN,BATOR
652,3,KELANTAN,BATU MENGKEBANG
653,3,KELANTAN,BATU PAPAN
654,3,KELANTAN,BATU SEBUTIR
655,3,KELANTAN,BAUNG
656,3,KELANTAN,BAYANG
657,3,KELANTAN,BCHOK
658,3,KELANTAN,BECHAH MENERONG
659,3,KELANTAN,BECHAH MULONG
660,3,KELANTAN,BECHAH PALAS
661,3,KELANTAN,BECHAH RESAK
662,3,KELANTAN,BECHAH SEMAK
663,3,KELANTAN,BELIMBING
664,3,KELANTAN,BENDANG NYIOR
665,3,KELANTAN,BERIS KUBOR BESAR
666,3,KELANTAN,BERIS KUBOR BESAR BACHOK
667,3,KELANTAN,BERIS KUBUR BESAR
668,3,KELANTAN,BETA HILIR
669,3,KELANTAN,BETA HULU
670,3,KELANTAN,BETING
671,3,KELANTAN,BIAH
672,3,KELANTAN,BINJAI
673,3,KELANTAN,BLAU
674,3,KELANTAN,BLOK MELOR
675,3,KELANTAN,BUKIT ABAL BARAT
676,3,KELANTAN,BUKIT ABAL TIMOR
677,3,KELANTAN,BUKIT BUNGA
